source;target
Weston, Anne Warren,;Weston, Mary,
None;Weston, Anne Warren,
Fessenden, Samuel,;Garrison, William Lloyd,
Armstrong, George,;May, Samuel,
None;Free-born Englishman.
Follen, Charles Christopher,;Garrison, William Lloyd,
None;None
Garrison, William Lloyd,;Nichol, Elizabeth Pease,
Garrison, William Lloyd,;Horton, Jacob,
Brooke, Abraham.;Garrison, William Lloyd,
Bradford, Charlotte.;Weston, Anne Warren,
Johnson, Samuel,;Weston, Anne Warren,
Steinthal, S. Alfred.;May, Samuel,
Buxton, Thomas Fowell,;Garrison, William Lloyd,
Urquhart, Thomas.;Wilberforce, William,
McDonnell, Alexander.;None
None;Garrison, William Lloyd,
None;Garrison, William Lloyd,
Garrison, William Lloyd,;Garrison, Wendell Phillips,
Barker, Thomas H.;Garrison, William Lloyd,
Hunt, Samuel,;Garrison, William Lloyd,
Coulter, J. H.;Garrison, William Lloyd,
Garrison, William Lloyd,;Benson, Henry Egbert,
Estlin, J. B.;Estlin, Mary Anne,
Bird, S. V.;Garrison, William Lloyd,
Loring, Ellis Gray,;Weston, Caroline,
Johnson, Oliver,;Garrison, William Lloyd,
Garrison, William Lloyd,;Mawson, John,
Garrison, William Lloyd,;Mott, James,
Chapman, Maria Weston,;May, Samuel,
Quincy, Edmund,;Chapman, Maria Weston,
Garrison, William Lloyd,;May, Samuel,
Garrison, William Lloyd,;None
Ashburton, Alexander Baring,;None
Fitch, William H.;Garrison, William Lloyd,
None;Patience.
Garrison, William Lloyd,;Bowditch, William I.
Gibbons, J. S.;Chapman, Maria Weston,
Weston, Anne Warren,;Garrison, William Lloyd,
Chapman, Maria Weston,;Whitelegge, Rebecca,
Carpenter, Mary,;Chapman, Maria Weston,
Weston, Anne Warren,;Weston, Deborah,
Bartol, C. A.;Garrison, William Lloyd,
Farmer, William.;Chapman, Maria Weston,
Garrison, William Lloyd,;Benson, Anna Elizabeth.,
Child,;Child,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Ashby, Jane.;Garrison, William Lloyd,
Chamberlain, Daniel Henry,;Garrison, William Lloyd,
Garrison, William Lloyd,;Todd, Francis,
Dow, Neal,;Garrison, William Lloyd,
Townsend, Charles.;None
Chapman, Maria Weston,;None
Garrison, William Lloyd,;Garrison, Helen Eliza,
None;Coffin, Joshua,
Webb, Richard Davis,;Weston, Anne Warren,
Chapman, Maria Weston,;None
Abbott, Edward,;Garrison, William Lloyd,
Chapman, Maria Weston,;None
None;Coffin, Joshua,
Spooner, Allen C.;Chapman, Maria Weston,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Clarkson, Thomas,;Denison, Charles Wheeler,
Garrison, William Lloyd,;Boyce, James P.,
Garrison, William Lloyd,;Weston, Caroline,
Chapman, Maria Weston,;None
Garrison, William Lloyd,;Garrison, Frances Maria Lloyd,
Putnam, George,;Stetson, Caleb,
Chapman, Maria Weston,;None
Garrison, William Lloyd,;Allen, Ephraim Williams,
Rawson, Mary Anne,;Garrison, William Lloyd,
Downing, George T.;Garrison, William Lloyd,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Sedgwick, Theodore,;Sedgwick, Henry D.
Clarke, Mary G.;Garrison, William Lloyd,
Nichols, R. Anne.;Garrison, William Lloyd,
Sewall, Samuel E.;Garrison, William Lloyd,
Griswold, Whiting,;Garrison, William Lloyd,
None;Coffin, Joshua,
Garrison, William Lloyd,;Villard, Fanny Garrison,
Phillips, Ann Terry Greene,;Garrison, William Lloyd,
Cowings, Benjamin.;Garrison, William Lloyd,
Arnold, Elizabeth Rotch,;Weston,
Michell, Emma.;Weston,
Garrison, William Lloyd,;Garrison, Wendell Phillips,
Webb, Hannah,;Chapman, Maria Weston,
Phillips, Wendell,;Weston, Anne Warren,
Johnson, Samuel,;Garrison, William Lloyd,
Garrison, William Lloyd,;None
May, Samuel,;Weston,
Quincy, Edmund,;Weston, Caroline,
Estlin, Mary Anne,;Chapman, Maria Weston,
Wigham, Eliza.;May, Samuel,
Ashurst, W. H.;Garrison, William Lloyd,
Webb, Richard Davis,;Weston, Anne Warren,
Kramer, John Theophilus.;None
Garrison, William Lloyd,;May, Samuel,
Weston, Anne Warren,;Nichol, Elizabeth Pease,
Browne, Lucy.;Chapman, Maria Weston,
Allen, D. M.;Garrison, William Lloyd,
None;Carleton, Geo. W.
Dennis, Rodney.;Garrison, William Lloyd,
None;Weston, Deborah,
Ammidon, Sylvia Ann.;Weston, Deborah,
None;May, Samuel,
Craft, William.;May, Samuel,
Weston, Anne Warren,;Stowe, Harriet Beecher,
Child, David Lee,;Chapman, Maria Weston,
Hopper, Rosalie DeWolf.;Garrison, William Lloyd,
May, Samuel,;Webb, Richard Davis,
Garrison, William Lloyd,;M'Kim, Sarah Allibone Speakman,
May, Samuel,;Webb, Richard Davis,
Carpenter, Philip P.;Garrison, William Lloyd,
Garrison, William Lloyd,;May, Samuel J.
Chapman, Maria Weston,;None
Hopkins, Richard.;Garrison, William Lloyd,
Brown, James.;Garrison, William Lloyd,
None;None
Garrison, William Lloyd,;Chapman, Henry Grafton,
Chamberlain, Daniel Henry,;Garrison, William Lloyd,
Lupton, Joseph.;Chapman, Maria Weston,
Soul, Joseph.;Garrison, William Lloyd,
May, Samuel,;Burleigh, Charles C.
Quincy, Edmund,;Weston, Caroline,
Davis, Edward Morris,;Chapman, Maria Weston,
Weston, Deborah,;Weston, Deborah,
Michell, Emma.;Weston,
Bevan, William.;None
Gurley, Ralph Randolph,;Garrison, William Lloyd,
Curtis, Marian A.;Garrison, William Lloyd,
Browne, Lucy A.;Chapman, Maria Weston,
Paton, Andrew,;Weston, Anne Warren,
Garrison, William Lloyd,;Benson, George William,
Freeland, Edward B.;Garrison, William Lloyd,
Weston, Anne Warren,;Garrison, William Lloyd,
Sanborn, F. B.;Garrison, William Lloyd,
Foster, Abby Kelley,;Chapman, Maria Weston,
Willard, Emma C.;Chapman, Maria Weston,
Weston, Mary,;Weston, Deborah,
Ashmead, L. P.;Weston, Deborah,
May, Samuel,;Weston, Anne Warren,
Clarkson, Thomas,;None
Geeup, Jehu,;None
M'Kim, J. Miller;Chapman, Maria Weston,
Foster, Abby Kelley,;Chapman, Maria Weston,
Garrison, William Lloyd,;May, Samuel J.
None;None
Chapman, Maria Weston,;Loring, Louisa Gilman,
Dorval, T. F. Dorvelas.;Garrison, William Lloyd,
Estlin, Mary Anne,;Weston, Emma Forbes,
Virgil.;Bags, John Dryden,
Garrison, William Lloyd,;Dole, Ebenezer,
Garrison, William Lloyd,;Dole, Ebenezer,
Chapman, Maria Weston,;Chapman, Maria Weston,
None;None
None;None
Stroud, George M.;None
None;Barlow, Samuel L. M.
Webb, Richard Davis,;Chapman, Maria Weston,
Weston, Anne Warren,;Weston, Deborah,
Garrison, William Lloyd,;Johnson, Oliver,
Venables, Thomas.;None
Browne, Martha Griffith,;Chapman, Maria Weston,
Weston, Deborah,;Weston, Lucia,
Rae, Robert.;Garrison, William Lloyd,
None;Phillips, Wendell,
Garrison, William Lloyd,;Sunderland, La Roy,
Ammidon, Sylvia Ann.;Weston, Deborah,
Downie, William.;Garrison, William Lloyd,
Child,;Wallcut, Robert Folger,
Grandin, David S.;Chapman, Maria Weston,
Garrison, William Lloyd,;Robinson, George Dexter,
Hassall, Robert.;Garrison, William Lloyd,
Quincy, Edmund,;Weston, Caroline,
Smith, Evelina A. S.;Weston, Caroline,
Garrison, William Lloyd,;Pease, Joseph,
Weston, Anne Warren,;Garrison, William Lloyd,
Francis, Philip,;None
May, Samuel,;Gibbons, Abby Hopper,
Chapman, Ann Greene,;Weston, Deborah,
Weston, Deborah,;None
Stuart, Charles,;None
Greeley, Horace,;Garrison, William Lloyd,
None;None
Chamberlain, Daniel Henry,;Garrison, William Lloyd,
May, Samuel,;Foster, Daniel,
Fish, William Henry,;Garrison, William Lloyd,
Child,;Phillips, Wendell,
Fessenden, Samuel,;Child,
Wright, Henry Clarke,;Garrison, William Lloyd,
None;Bradford, Alden,
None;None
Appleton, Daniel Fuller,;Garrison, William Lloyd,
Chapman, Maria Weston,;Weston, Deborah,
None;Chapman, Maria Weston,
Moore, Rebecca.;Garrison, William Lloyd,
Garrison, William Lloyd,;M'Kim, J. Miller
Garrison, William Lloyd,;Benson, George William,
Chapman, Maria Weston,;Nichol, Elizabeth Pease,
Phillips, Mary L.;Chapman, Maria Weston,
Cowing, Lucretia Ann,;Weston, Anne Warren,
Garrison, William Lloyd,;May, Samuel J.
Garrison, William Lloyd,;Garrison, Helen Eliza,
Garrison, William Lloyd,;Jackson, Francis,
Quincy, Edmund,;Chapman, Maria Weston,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Russell, Thomas,;Garrison, William Lloyd,
Weston, Caroline,;Weston, Deborah,
Garrison, William Lloyd,;May, Samuel,
Garrison, William Lloyd,;Eddy, Eliza Frances Jackson Meriam,
Garrison, William Lloyd,;Nichol, Elizabeth Pease,
Garrison, William Lloyd,;Benson, George William,
Grew, Mary,;Weston, Anne Warren,
Burleigh, Cyrus Moses,;May, Samuel,
Garrison, William Lloyd,;Webb, Richard Davis,
Weston, Deborah,;Weston, Anne Warren,
Loring, Benjamin.;Chapman, Maria Weston,
None;Weston, Anne Warren,
Weston, Anne Warren,;Weston, Deborah,
Weston, Anne Warren,;Weston, Deborah,
Garrison, William Lloyd,;May, Samuel,
Garrison, William Lloyd,;Benson, Henry Egbert,
Weston, Deborah,;Chapman, Maria Weston,
Collins, John A.;May, Samuel,
Garrison, William Lloyd,;Benson, George William,
Webb, James H.;Garrison, William Lloyd,
Pratt,;None
Fisk, John M.;May, Samuel,
Weston, Anne Warren,;Weston, Deborah,
Estlin, Mary Anne,;Chapman, Maria Weston,
Foster, Abby Kelley,;Chapman, Maria Weston,
Loring, Ellis Gray,;Chapman, Maria Weston,
Foster, Stephen S.;Garrison, William Lloyd,
Phelps, Amos A.;Chapman, Maria Weston,
Gunn, Lewis C.;Weston, Anne Warren,
Weston, Caroline,;Weston, Anne Warren,
Weston, Hervey Eliphaz,;Weston, Caroline,
Weston, Lucia,;Weston, Deborah,
Battles, A.;Garrison, William Lloyd,
Carolinian.;Pringle, Edward J.
Weston, Anne Warren,;Weston, Deborah,
Garrison, William Lloyd,;May, Samuel J.
Garrison, William Lloyd,;Nichol, Elizabeth Pease,
Jones, Silva W.;Weston, Anne Warren,
Garrison, William Lloyd,;Benson, George William,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Johnson, Oliver,;Chapman, Maria Weston,
Weston, Caroline,;Weston, Deborah,
None;None
Little, Sophia L.;Chapman, Maria Weston,
Garrison, William Lloyd,;Benson, George William,
Chapman, Mary Gray,;Weston, Deborah,
Chapman, Maria Weston,;Nichol, Elizabeth Pease,
Gunn, Lewis C.;Garrison, William Lloyd,
Smith, Evelina A. S.;Weston, Caroline,
Garrison, William Lloyd,;Wright, Henry Clarke,
Welsh, Mary,;Chapman, Maria Weston,
Bourne, George,;None
Webb, Richard Davis,;Chapman, Maria Weston,
Cox, Lydia Elizabeth,;Garrison, William Lloyd,
Weston, Deborah,;Weston, Anne Warren,
Stuart, James,;Garrison, William Lloyd,
Collins, John A.;Garrison, William Lloyd,
Garrison, William Lloyd,;Benson, George William,
Collins, John A.;Garrison, William Lloyd,
Weston, Lucia,;Weston, Deborah,
Garrison, William Lloyd,;Benson, George William,
Wigham, Jane.;Chapman, Maria Weston,
Smith, Evelina A. S.;Weston, Caroline,
Garrison, William Lloyd,;Garrison, James Holley,
Chapman, Maria Weston,;Weston, Deborah,
None;Scott, Dred,
Weston, Anne Warren,;Weston, Deborah,
Weston, Anne Warren,;Nichol, Elizabeth Pease,
Weston, Anne Warren,;Weston, Deborah,
Chapman, Maria Weston,;Loring, Louisa Gilman,
Child,;Chapman, Maria Weston,
Garrison, William Lloyd,;Chapman, Maria Weston,
Weston, Mary,;Weston, Deborah,
Weston, Anne Warren,;Ball, Martha V.,
Garrison, William Lloyd,;May, Samuel,
Garrison, William Lloyd,;Benson, George William,
Garrison, William Lloyd,;Jackson, Francis,
Grimké, Angelina Emily,;Weston, Anne Warren,
Stephens, Martha.;May, Samuel,
Knight, Anne.;Chapman, Maria Weston,
Weston, Deborah,;Chapman, Maria Weston,
Smith, Evelina A. S.;Weston, Caroline,
Chapman, Maria Weston,;None
Weston, Lucia,;Weston, Deborah,
Child,;Chapman, Maria Weston,
Garrison, William Lloyd,;None
Chapman, Mary Gray,;Chapman, Maria Weston,
Weston, Lucia,;Weston, Anne Warren,
Weston, Anne Warren,;Weston, Deborah,
Van Rensalaer, Thomas.;Garrison, William Lloyd,
Weston, Deborah,;Weston, Lucia,
Child,;Weston, Caroline,
Garrison, William Lloyd,;Villard, Fanny Garrison,
Child,;Child,
Stockton, Robert Field,;None
Farnsworth, Amos,;Weston, Anne Warren,
Weston, Caroline,;Weston, Deborah,
Weston, Hervey Eliphaz,;Weston, Deborah,
Conway, M. F.;Garrison, William Lloyd,
None;None
Weston, Caroline,;Weston, Deborah,
Garrison, William Lloyd,;Benson, George William,
Garrison, William Lloyd,;Wright, Henry Clarke,
Garrison, William Lloyd,;Benson, Sarah Thurber,
Wright, Henry Clarke,;None
May, Samuel J.;Garrison, William Lloyd,
Quincy, Edmund,;Chapman, Maria Weston,
Garrison, William Lloyd,;Purvis, Robert,
Buss, A. E.;Weston, Caroline,
Garrison, William Lloyd,;Benson, George William,
Chapman, Maria Weston,;Weston, Deborah,
Lamartine, Alphonse de,;Chapman, Maria Weston,
Weston, Caroline,;Weston, Deborah,
Weston, Deborah,;Weston, Anne Warren,
Garrison, William Lloyd,;Webb, Richard Davis,
None;Denison, Charles Wheeler,
Weston, Deborah,;Weston, Mary,
Jay, William,;Tappan, Lewis,
Torrey, Charles T.;Garrison, William Lloyd,
Weston, Lucia,;Weston, Deborah,
Garrison, William Lloyd,;Benson, Henry Egbert,
Weston, Anne Warren,;Weston, Deborah,
May, Samuel J.;Chapman, Maria Weston,
Weston, Deborah,;Chapman, Maria Weston,
Garrison, William Lloyd,;Benson, George William,
Quincy, Edmund,;Weston, Caroline,
Drew, Thomas.;Garrison, William Lloyd,
Collins, John A.;May, Samuel,
Garrison, William Lloyd,;Benson, George William,
Garrison, William Lloyd,;Chapman, Henry Grafton,
Weston, Mary,;Weston, Deborah,
Ricketson, Joseph.;Weston, Deborah,
Garrison, William Lloyd,;Garrison, Wendell Phillips,
Weston, Caroline,;None
Garrison, William Lloyd,;May, Samuel,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Gore, John C.;Chapman, Maria Weston,
Child,;Dwight, John Sullivan,
Weston, Anne Warren,;Weston, Mary,
Ballou, Adin,;May, Samuel,
Garrison, William Lloyd,;Garrison, William Lloyd,
Allen, Richard,;Garrison, William Lloyd,
Weston, Deborah,;Weston, Anne Warren,
Arnold, Elizabeth Rotch,;Weston, Deborah,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Weston, Anne Warren,;Weston, Deborah,
Garrison, William Lloyd,;Benson, Mary,
Garrison, William Lloyd,;Webb, Richard Davis,
Garrison, William Lloyd,;Benson, Henry Egbert,
Smith, Evelina A. S.;Weston, Caroline,
Brown, John Thompson,;None
Garrison, William Lloyd,;May, Samuel J.
Weston, Mary,;Weston, Deborah,
Garrison, William Lloyd,;May, Samuel,
Griffin, William P.;Chapman, Maria Weston,
None;Weston, Deborah,
Preston, William,;None
Weston, Anne Warren,;Weston, Deborah,
Garrison, William Lloyd,;Nichol, Elizabeth Pease,
Collins, John A.;Weston, Anne Warren,
Garrison, William Lloyd,;Estlin, Mary Anne,
Chapman, Maria Weston,;None
Garrison, William Lloyd,;Benson, George William,
Weston, Deborah,;Weston, Caroline,
None;Child, Lydia Maria,
Garrison, William Lloyd,;Jackson, Francis,
Douglass, Frederick,;Garrison, William Lloyd,
Weston, Hervey Eliphaz,;Weston, Anne Warren,
None;Alvord, James C.,
Quincy, Edmund,;Chapman, Maria Weston,
Weston, Anne Warren,;Weston, Deborah,
Quincy, Edmund,;Weston, Caroline,
Garrison, William Lloyd,;Benson, George William,
Weston, Caroline,;Weston, Anne Warren,
Tracy, Joseph,;None
Garrison, William Lloyd,;Nichol, Elizabeth Pease,
Farnsworth, Amos,;Weston, Anne Warren,
Quincy, Edmund,;Chapman, Maria Weston,
Brown, Abel,;Garrison, William Lloyd,
Fessenden, Samuel,;Garrison, William Lloyd,
Weston, Caroline,;Weston, Deborah,
Garrison, William Lloyd,;May, Samuel J.
Weston, Anne Warren,;Weston, Deborah,
Weston, Anne Warren,;Weston, Deborah,
Weston, Caroline,;Chapman, Maria Weston,
Mott, Lucretia,;Chapman, Maria Weston,
Garrison, William Lloyd,;Benson, George William,
Smith, Evelina A. S.;Weston, Caroline,
Garrison, William Lloyd,;Davis, Edward Morris,
Jennings, Isabel.;Chapman, Maria Weston,
Sargent, John T.;Garrison, William Lloyd,
Weston, Anne Warren,;Weston, Mary,
Weston, Anne Warren,;Weston, Mary,
Garrison, William Lloyd,;RECIPIENT (PERSONAL NAME),
Weston, Caroline,;None
Nell, William C.;Chapman, Maria Weston,
Denison, Charles Wheeler,;Garrison, William Lloyd,
Quincy, Edmund,;Weston, Caroline,
Garrison, William Lloyd,;Benson, George,
May, Samuel,;Garrison, William Lloyd,
Garrison, William Lloyd,;Wright, Henry Clarke,
Quincy, Edmund,;Chapman, Maria Weston,
Garrison, William Lloyd,;Johnson, Oliver,
Collins, John A.;Garrison, William Lloyd,
Rankin, John,;None
Weston, Hervey Eliphaz,;Weston, Deborah,
Estlin, J. B.;May, Samuel,
Child, Lydia Maria,;None
None;Child, Lydia Maria,
Weston,;Weston,
Garrison, William Lloyd,;Nichol, Elizabeth Pease,
Wilson, Hiram,;May, Samuel,
Garrison, William Lloyd,;May, Samuel,
None;Child, Lydia Maria,
Chapman, Maria Weston,;Steinthal, S. Alfred,
May, Samuel J.;Chapman, Maria Weston,
Chapman, Maria Weston,;Nichol, Elizabeth Pease,
Garrison, William Lloyd,;Purvis, Robert,
Chapman, Maria Weston,;None
Mott, Lucretia,;Chapman, Maria Weston,
Chace, William M.,;Weston, Anne Warren,
Weston, Deborah,;Weston, Anne Warren,
Weston, Anne Warren,;Nichol, Elizabeth Pease,
Garrison, William Lloyd,;Wright, Henry Clarke,
Weston, Anne Warren,;May, Samuel,
Chapman, Maria Weston,;Weston, Anne Warren,
Quincy, Edmund,;Chapman, Maria Weston,
Grew, Mary,;Chapman, Maria Weston,
None;Jacks, a Negro man.
Foster, John,;None
Chase, B. A.;Garrison, William Lloyd,
Smith, Ann Carroll Fitzhugh,;Garrison, William Lloyd,
None;None
Garrison, William Lloyd,;Mack, David,
Garrison, William Lloyd,;Benson, Henry Egbert,
Chapman, Maria Weston,;Child, David Lee,
Weston, Anne Warren,;Weston, Deborah,
Weston, Anne Warren,;Weston, Deborah,
Weston, Caroline,;Weston, Deborah,
Weston, Anne Warren,;Weston, Deborah,
Garrison, William Lloyd,;May, Samuel,
Weston, Mary,;Weston, Deborah,
Gould, Reuben K.;Garrison, William Lloyd,
Hesse, Augustus,;Weston, Deborah,
Weston, Emma Forbes,;Weston, Deborah,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Chapman, Maria Weston,;Weston, Lucia,
Smith, Increase S.;Weston, Caroline,
Garrison, William Lloyd,;Nichol, Elizabeth Pease,
Foster, Abby Kelley,;Weston, Anne Warren,
Chapman, Maria Weston,;Weston, Deborah,
Barney, Nathaniel.;Chapman, Maria Weston,
Weston, Lucia,;Weston, Anne Warren,
Garrison, William Lloyd,;None
Garrison, William Lloyd,;Nichol, Elizabeth Pease,
May, Samuel J.;Chapman, Maria Weston,
Garrison, William Lloyd,;Benson, Mary,
Weston, Caroline,;Chapman, Maria Weston,
Webb, Richard Davis,;Chapman, Maria Weston,
Chapman, Maria Weston,;Collins, John A.
Chapman, Henry Grafton,;Weston, Anne Warren,
Grosvenor, Cyrus Pitt,;May, Samuel,
Weston, Caroline,;Weston, Anne Warren,
Quincy, Edmund,;Chapman, Maria Weston,
Morris, Robert,;Garrison, William Lloyd,
Garrison, William Lloyd,;Jackson, Francis,
Weston, Caroline,;Weston, Deborah,
Garrison, William Lloyd,;May, Samuel J.
Garrison, William Lloyd,;Benson, George William,
None;None
Porter, Caroline.;Weston, Caroline,
Gay, Sydney Howard,;May, Samuel,
Garrison, William Lloyd,;M'Kim, J. Miller
Weston, Deborah,;Weston, Caroline,
Garrison, William Lloyd,;Knapp, Isaac,
Jones, Benjamin Smith,;Chapman, Maria Weston,
Garrison, William Lloyd,;Corkran, Charles L.,
Garrison, William Lloyd,;Benson, George William,
Chapman, Maria Weston,;Weston, Deborah,
Weston, Lucia,;Weston, Anne Warren,
Quincy, Edmund,;Chapman, Maria Weston,
Garrison, William Lloyd,;Wright, Henry Clarke,
Weston, Deborah,;Weston, Ann Bates,
Garrison, William Lloyd,;May, Samuel J.
Benson, George William,;Garrison, William Lloyd,
Garrison, William Lloyd,;Knapp, Isaac,
Garrison, William Lloyd,;Thompson, George,
Coates, Edwin H.;Chapman, Maria Weston,
Weston, Anne Warren,;Chapman, Maria Weston,
Evans, Estwick,;Garrison, William Lloyd,
Chapman, Maria Weston,;Weston, Caroline,
Weston, Deborah,;Weston, Anne Warren,
Weston, Anne Warren,;Weston, Deborah,
Cabot, Frederick Samuel,;Weston, Anne Warren,
Weston, Anne Warren,;Weston, Deborah,
Chapman, Maria Weston,;Weston, Deborah,
Weston, Lucia,;Weston, Deborah,
Child,;Crofut, Charlotte Phelps,
Weston, Deborah,;Weston, Anne Warren,
Magill, Jonathan P.;Burleigh, Charles C.
Plummer, Sarah M.;Weston, Anne Warren,
Garrison, William Lloyd,;Webb, Richard Davis,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Garrison, William Lloyd,;May, Samuel J.
Garrison, William Lloyd,;May, Samuel,
Weston, Deborah,;Weston, Anne Warren,
Weston, Anne Warren,;Weston, Lucia,
None;Coffin, Joshua,
Weston, Lucia,;Weston, Anne Warren,
Weston, Anne Warren,;Weston, Deborah,
Weston, Anne Warren,;Weston, Deborah,
Garrison, William Lloyd,;Garrison, James Holley,
Garrison, William Lloyd,;Webb, Richard Davis,
Weston, Deborah,;Weston, Anne Warren,
Weston, Deborah,;Chapman, Maria Weston,
Garrison, William Lloyd,;Jackson, Francis,
Weston, Anne Warren,;Weston, Deborah,
Weston, Caroline,;Weston, Lucia,
Blackwell, Henry Browne,;Garrison, William Lloyd,
Weston, Lucia,;Weston, Anne Warren,
None;Barber, John Warner,
Weston, Anne Warren,;Weston, Mary,
Brougham and Vaux, Henry Brougham,;None
Ferguson, Robert.;Chapman, Maria Weston,
None;None
Garrison, William Lloyd,;Benson, George William,
Weston, Caroline,;Chapman, Mary Gray,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Vaux, Roberts,;Phillips, Wendell,
Chapman, Mary Gray,;Garrison, William Lloyd,
Gale, Samuel,;Garrison, William Lloyd,
Weston, Anne Warren,;Chapman, Maria Weston,
Chapman, Maria Weston,;None
Weston, Deborah,;Weston, Anne Warren,
Garrison, William Lloyd,;Chapman, Henry Grafton,
Weston, Anne Warren,;Weston, Deborah,
